Type,Haplotype,Clone,tool,AUROC,AUPRC,Accuracy,Precision,Recall,F1 Score,Kappa,Brier Score,Specificity,PPV,NPV
CN_equal_3,paternal,clone8,chisel_5x,0.49955869373345096,0.1536868322737104,0.8,0.0958904109589041,0.12727272727272726,0.109375,-0.0007700600646849409,0.2,0.8718446601941747,0.0958904109589041,0.903420523138833
CN_equal_3,paternal,clone9,chisel_5x,0.4823529411764706,0.1181704260651629,0.8105263157894737,0.07142857142857142,0.06666666666666667,0.06896551724137931,-0.036363636363636376,0.18947368421052632,0.8980392156862745,0.07142857142857142,0.8910505836575876
CN_equal_4,maternal,normal,chisel_5x,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_4,maternal,clone1,chisel_5x,0.5667420814479638,0.1821424663529927,0.9070175438596492,0.13513513513513514,0.19230769230769232,0.15873015873015872,0.11110457247101735,0.09298245614035087,0.9411764705882353,0.13513513513513514,0.9606003752345216
CN_equal_4,maternal,clone2,chisel_5x,0.4978328765377016,0.06453005554638949,0.9140350877192982,0.045454545454545456,0.034482758620689655,0.0392156862745098,-0.0048931424048355154,0.08596491228070176,0.9611829944547134,0.045454545454545456,0.948905109489051
CN_equal_4,maternal,clone3,chisel_5x,0.5497335340303486,0.2082057981834018,0.8666666666666667,0.17777777777777778,0.1702127659574468,0.17391304347826086,0.10143123833229617,0.13333333333333333,0.9292543021032504,0.17777777777777778,0.9257142857142857
CN_equal_4,maternal,clone4,chisel_5x,0.5058911384002656,0.1187150906719815,0.875438596491228,0.0967741935483871,0.06521739130434782,0.07792207792207792,0.01384083044982709,0.12456140350877193,0.9465648854961832,0.0967741935483871,0.9202226345083488
CN_equal_4,maternal,clone5,chisel_5x,0.5121133224482591,0.12552699578403373,0.887719298245614,0.1111111111111111,0.06976744186046512,0.08571428571428572,0.02921922401405086,0.11228070175438597,0.9544592030360531,0.1111111111111111,0.9263351749539595
CN_equal_4,maternal,clone6,chisel_5x,0.48231132075471694,0.061862041467304625,0.875438596491228,0.030303030303030304,0.025,0.0273972602739726,-0.038491147036181506,0.12456140350877193,0.939622641509434,0.030303030303030304,0.9273743016759777
CN_equal_4,maternal,clone7,chisel_5x,0.5149505715796754,0.14558915018041557,0.856140350877193,0.1111111111111111,0.10638297872340426,0.10869565217391304,0.030491599253266943,0.14385964912280702,0.9235181644359465,0.1111111111111111,0.92
CN_equal_4,maternal,clone8,chisel_5x,0.5499057112068966,0.23254688445251054,0.8368421052631579,0.19298245614035087,0.1896551724137931,0.19130434782608696,0.10058027079303677,0.1631578947368421,0.91015625,0.19298245614035087,0.9083820662768031
CN_equal_4,maternal,clone9,chisel_5x,0.48637511137511136,0.103743503603526,0.8368421052631579,0.06382978723404255,0.057692307692307696,0.06060606060606061,-0.028481626634589308,0.1631578947368421,0.915057915057915,0.06382978723404255,0.9063097514340345
CN_equal_4,paternal,normal,chisel_5x,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_4,paternal,clone1,chisel_5x,0.4888323662665925,0.05455088956233121,0.8982456140350877,0.02702702702702703,0.043478260869565216,0.03333333333333333,-0.017293371899809173,0.10175438596491228,0.9341864716636198,0.02702702702702703,0.9587242026266416
CN_equal_4,paternal,clone2,chisel_5x,0.5413636363636364,0.12741228070175437,0.9052631578947369,0.075,0.15,0.1,0.055828220858895716,0.09473684210526316,0.9327272727272727,0.075,0.9679245283018868
CN_equal_4,paternal,clone3,chisel_5x,0.4790216238646319,0.0786007702182285,0.8473684210526315,0.04,0.04878048780487805,0.04395604395604396,-0.03809922545530675,0.15263157894736842,0.9092627599243857,0.04,0.925
CN_equal_4,paternal,clone4,chisel_5x,0.5051498127340824,0.106328320802005,0.8736842105263158,0.07142857142857142,0.08333333333333333,0.07692307692307693,0.009556907037358786,0.12631578947368421,0.9269662921348315,0.07142857142857142,0.9375
CN_equal_4,paternal,clone5,chisel_5x,0.5097402597402598,0.12640692640692638,0.8631578947368421,0.09090909090909091,0.09523809523809523,0.09302325581395349,0.019062748212867353,0.1368421052631579,0.9242424242424242,0.09090909090909091,0.9277566539923955
CN_equal_4,paternal,clone6,chisel_5x,0.5266509433962264,0.15134128926968582,0.8719298245614036,0.11627906976744186,0.125,0.12048192771084337,0.0515158422612263,0.1280701754385965,0.9283018867924528,0.11627906976744186,0.9335863377609108
CN_equal_4,paternal,clone7,chisel_5x,0.5128414456555316,0.14767812766588773,0.8298245614035088,0.09090909090909091,0.13953488372093023,0.11009174311926606,0.020618556701030966,0.17017543859649123,0.8861480075901328,0.09090909090909091,0.9265873015873016
CN_equal_4,paternal,clone8,chisel_5x,0.4766483516483517,0.12095056287261484,0.787719298245614,0.06329113924050633,0.09615384615384616,0.07633587786259542,-0.03786077587504133,0.21228070175438596,0.8571428571428571,0.06329113924050633,0.9042769857433809
CN_equal_4,paternal,clone9,chisel_5x,0.549737338362069,0.23335139186102158,0.8228070175438597,0.1791044776119403,0.20689655172413793,0.192,0.09307161536280295,0.17719298245614035,0.892578125,0.1791044776119403,0.9085487077534792
CN_equal_5,maternal,normal,chisel_5x,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_5,maternal,clone1,chisel_5x,0.493705035971223,0.012280701754385965,0.9631578947368421,0.0,0.0,0.0,-0.016646848989298357,0.03684210526315789,0.987410071942446,0.0,0.9751332149200711
CN_equal_5,maternal,clone2,chisel_5x,0.52672147995889,0.09257233994076099,0.9596491228070175,0.09090909090909091,0.07142857142857142,0.08,0.059675799741787494,0.04035087719298246,0.9820143884892086,0.09090909090909091,0.9767441860465116
CN_equal_5,maternal,clone3,chisel_5x,0.5088877602844083,0.09749601275917066,0.9052631578947369,0.08,0.06060606060606061,0.06896551724137931,0.02005730659025795,0.09473684210526316,0.957169459962756,0.08,0.9431192660550459
CN_equal_5,maternal,clone4,chisel_5x,0.48333333333333334,0.02631578947368421,0.9157894736842105,0.0,0.0,0.0,-0.041095890410958846,0.08421052631578947,0.9666666666666667,0.0,0.9456521739130435
CN_equal_5,maternal,clone5,chisel_5x,0.5037037037037037,0.08730650154798761,0.8947368421052632,0.058823529411764705,0.06666666666666667,0.0625,0.006968641114982632,0.10526315789473684,0.9407407407407408,0.058823529411764705,0.9477611940298507
CN_equal_5,maternal,clone6,chisel_5x,0.4726930320150659,0.034210526315789476,0.8807017543859649,0.0,0.0,0.0,-0.06197599868485959,0.11929824561403508,0.9453860640301318,0.0,0.9279112754158965
CN_equal_5,maternal,clone7,chisel_5x,0.49536178107606677,0.027192982456140352,0.9368421052631579,0.0,0.0,0.0,-0.015338941118258287,0.06315789473684211,0.9907235621521335,0.0,0.9451327433628318
CN_equal_5,maternal,clone8,chisel_5x,0.5444444444444444,0.19444444444444445,0.8719298245614036,0.16666666666666666,0.15555555555555556,0.16091954022988506,0.0916830386378521,0.1280701754385965,0.9333333333333333,0.16666666666666666,0.928030303030303
CN_equal_5,maternal,clone9,chisel_5x,0.5086360172720346,0.15456382892715662,0.856140350877193,0.14285714285714285,0.06451612903225806,0.08888888888888889,0.022748180981851718,0.14385964912280702,0.952755905511811,0.14285714285714285,0.8929889298892989
CN_equal_5,paternal,normal,chisel_5x,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_5,paternal,clone1,chisel_5x,0.4900900900900901,0.013157894736842105,0.9543859649122807,0.0,0.0,0.0,-0.022774327122153215,0.0456140350877193,0.9801801801801802,0.0,0.9731663685152058
CN_equal_5,paternal,clone2,chisel_5x,0.49005424954792043,0.014912280701754385,0.9508771929824561,0.0,0.0,0.0,-0.023995893750802022,0.04912280701754386,0.9801084990958409,0.0,0.9695885509838998
CN_equal_5,paternal,clone3,chisel_5x,0.4927903871829105,0.06494360902255639,0.9,0.041666666666666664,0.02857142857142857,0.03389830508474576,-0.016901408450704203,0.1,0.9570093457943926,0.041666666666666664,0.9377289377289377
CN_equal_5,paternal,clone4,chisel_5x,0.4852941176470588,0.02280701754385965,0.9263157894736842,0.0,0.0,0.0,-0.03600484680630078,0.07368421052631578,0.9705882352941176,0.0,0.9530685920577617
CN_equal_5,paternal,clone5,chisel_5x,0.48134328358208955,0.02982456140350877,0.9052631578947369,0.0,0.0,0.0,-0.04622705642420111,0.09473684210526316,0.9626865671641791,0.0,0.9381818181818182
CN_equal_5,paternal,clone6,chisel_5x,0.5446758039008961,0.15308726361357938,0.9070175438596492,0.12121212121212122,0.14285714285714285,0.13114754098360656,0.08237652633497361,0.09298245614035087,0.9464944649446494,0.12121212121212122,0.9553072625698324
CN_equal_5,paternal,clone7,chisel_5x,0.5324329854716594,0.20182400445558338,0.9473684210526315,0.2857142857142857,0.07407407407407407,0.11764705882352941,0.10009472687085563,0.05263157894736842,0.990791896869245,0.2857142857142857,0.955595026642984
CN_equal_5,paternal,clone8,chisel_5x,0.49497126436781613,0.09566696914700544,0.8719298245614036,0.06896551724137931,0.041666666666666664,0.05194805194805195,-0.01226098379798568,0.1280701754385965,0.9482758620689655,0.06896551724137931,0.9149722735674677
CN_equal_5,paternal,clone9,chisel_5x,0.532311320754717,0.1607693219535325,0.8824561403508772,0.13513513513513514,0.125,0.12987012987012986,0.06694356217933062,0.11754385964912281,0.939622641509434,0.13513513513513514,0.9343339587242027
CN_equal_6,maternal,normal,chisel_5x,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,maternal,clone1,chisel_5x,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_6,maternal,clone2,chisel_5x,0.4982394366197183,0.0017543859649122807,0.9929824561403509,0.0,0.0,0.0,-0.0035211267605632646,0.007017543859649123,0.9964788732394366,0.0,0.9964788732394366
CN_equal_6,maternal,clone3,chisel_5x,,,0.9929824561403509,0.0,0.0,0.0,0.0,0.007017543859649123,,,
CN_equal_6,maternal,clone4,chisel_5x,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
